Source,Volume_No,Chapter_No,Hadith_No,Chapter,Text
Sahih Bukhari,1,11,658,Call to Prayer (Adhaan),"Narrated by Al-Bara (and he was not a liar): When Allah's Apostle said, ""Sami a-l-lahu Liman hamida "" none of us bent his back (for prostrations) till the Prophet prostrated and then we would prostrate after him."
Sahih Bukhari,1,11,659,Call to Prayer (Adhaan),Narrated by Abu Ishaq as above.
Sahih Bukhari,1,11,660,Call to Prayer (Adhaan),"Narrated by Abu Huraira: The Prophet said, ""Isn't he who raises his head before the Imam afraid that Allah may transform his head into that of a donkey or his figure (face) into that of a donkey?"""
Sahih Bukhari,1,11,661,Call to Prayer (Adhaan),"Narrated by Ibn 'Umar: When the earliest emigrants came to Al-'Usba a place in Quba', before the arrival of the Prophet- Salim, the slave of Abu Hudhaifa, who knew the Qur'an more than the others used to lead them in prayer."
Sahih Bukhari,1,11,662,Call to Prayer (Adhaan),"Narrated by Anas: The Prophet said, ""Listen and obey (your chief) even if an Ethiopian whose head is like a raisin were made your chief."""
Sahih Bukhari,1,11,663,Call to Prayer (Adhaan),"Narrated by Abu Huraira: Allah's Apostle said, ""If the Imam leads the prayer correctly then he and you will receive the rewards but if he makes a mistake (in the prayer) then you will receive the reward for the prayer and the sin will be his."""
Sahih Bukhari,1,11,664,Call to Prayer (Adhaan),"Narrated by Anas bin Malik: The Prophet said to Abu-Dhar, ""Listen and obey (your chief) even if he is an Ethiopian with a head like a raisin."""
Sahih Bukhari,1,11,665,Call to Prayer (Adhaan),"Narrated by Ibn 'Abbas: Once I passed the night in the house of my aunt Maimuna. Allah's Apostle offered the 'Isha' prayer and then came to the house and offered four Rakat an slept. Later on, he woke up and stood for the prayer and I stood on his left side. He drew me to his right and prayed five Rakat and then two. He then slept till I heard him snoring (or heard his breath sounds). Afterwards he went out for the morning prayer."
Sahih Bukhari,1,11,666,Call to Prayer (Adhaan),"Narrated by Ibn 'Abbas: One night I slept at the house of (my aunt) Maimuna and the Prophet was there on that night. He performed ablution and stood up for the prayer. I joined him and stood on his left side but he drew me to his right and prayed thirteen Rakat and then slept till I heard his breath sounds. And whenever he slept, he used to breathe with audible sounds. The Mu'adhdhin came to the Prophet and he went out and prayed the morning prayer) without repeating the ablution."
Sahih Bukhari,1,11,667,Call to Prayer (Adhaan),Narrated by Ibn 'Abbas: Once I passed the night in the house of my aunt Maimuna. The Prophet stood for the night prayer and I joined him and stood on his left side but he drew me to his right by holding me by the head.
Sahih Bukhari,1,11,668,Call to Prayer (Adhaan),Narrated by Mu'adh bin Jabal: I used to pray the 'Isha prayer with the Prophet and then go to lead my people in the prayer.
Sahih Bukhari,1,11,669,Call to Prayer (Adhaan),"Narrated by 'Amr Jabir bin 'Abdullah said, ""Mu'adh bin Jabal used to pray with the Prophet and then go to lead his people in prayer Once he led the 'Isha' prayer and recited Surat ""Al-Baqra."" Somebody left the prayer and Mu'adh criticized him. The news reached the Prophet and he said to Mu'adh, 'You are putting the people to trial,' and repeated it thrice (or said something similar) and ordered him to recite two medium Suras of Mufassal."" ('Amr said that he had forgotten the names of those Suras)."
Sahih Bukhari,1,11,670,Call to Prayer (Adhaan),"Narrated by Abu Mas'ud: A man came and said, ""O Allah's Apostle! By Allah, I keep away from the morning prayer only because So and so prolongs the prayer when he leads us in it."" The narrator said, ""I never saw Allah's Apostle more furious in giving advice than he was at that time. He then said, ""Some of you make people dislike good deeds (the prayer). So whoever among you leads the people in prayer should shorten it because among them are the weak, the old and the needy."""
Sahih Bukhari,1,11,671,Call to Prayer (Adhaan),"Narrated by Abu Huraira: Allah's Apostle said, ""If anyone of you leads the people in the prayer, he should shorten it for amongst them are the weak, the sick and the old; and if anyone among your prays alone then he may prolong (the prayer) as much as he wishes. """
Sahih Bukhari,1,11,672,Call to Prayer (Adhaan),"Narrated by Abu Mas'ud: A man came and said, ""O Allah's Apostle! I keep away from the morning prayer because so-and-so (Imam) prolongs it too much."" Allah's Apostle became furious and I had never seen him more furious than he was on that day. The Prophet said, ""O people! Some of you make others dislike the prayer, so whoever becomes an Imam he should shorten the prayer, as behind him are the weak, the old and the needy.''"
Sahih Bukhari,1,11,673,Call to Prayer (Adhaan),"Narrated by Jabir bin 'Abdullah Al-Ansari: Once a man was driving two Nadihas (camels used for agricultural purposes) and night had fallen. He found Mu'adh praying so he made his camel kneel and joined Mu'adh in the prayer. The latter recited Surat 'AlBaqara"" or Surat ""An-Nisa"", (so) the man left the prayer and went away. When he came to know that Mu'adh had criticized him, he went to the Prophet, and complained against Mu'adh. The Prophet said thrice, ""O Mu'adh ! Are you putting the people to trial?"" It would have been better if you had recited ""Sabbih Isma Rabbika-l-a-la (87)"", Wash-Shamsi wadu-haha (91)"", or ""Wal-laili Idha yaghsha (92)"", for the old, the weak and the needy pray behind you."" Jabir said that Mu'adh recited Sura Al-Baqara in the 'Isha' prayer."
Sahih Bukhari,1,11,674,Call to Prayer (Adhaan),Narrated by Anas: The Prophet used to pray a short prayer (in congregation) but used to offer it in a perfect manner.
Sahih Bukhari,1,11,675,Call to Prayer (Adhaan),"Narrated by 'Abdullah bin 'Abi Qatada: My father said, ""The Prophet said, 'When I stand for prayer, I intend to prolong it but on hearing the cries of a child, I cut it short, as I dislike to trouble the child's mother.' """
Sahih Bukhari,1,11,676,Call to Prayer (Adhaan),Narrated by Anas bin Malik: I never prayed behind any Imam a prayer lighter and more perfect than that behind the Prophet and he used to cut short the prayer whenever he heard the cries of a child lest he should put the child's mother to trial.
Sahih Bukhari,1,11,677,Call to Prayer (Adhaan),"Narrated by Anas bin Malik: The Prophet said, ""When I start the prayer I intend to prolong it, but on hearing the cries of a child, I cut short the prayer because I know that the cries of the child will incite its mother's passions."""
Sahih Bukhari,1,11,678,Call to Prayer (Adhaan),"Narrated by Anas bin Malik: The Prophet, said, ""Whenever I start the prayer I intend to prolong it, but on hearing the cries of a child, I cut short the prayer because I know that the cries of the child will incite its mother's passions."""
Sahih Bukhari,1,11,679,Call to Prayer (Adhaan),Narrated by Jabir bin 'Abdullah: Mu'adh used to pray with the Prophet and then go and lead his people (tribe) in the prayer.
Sahih Bukhari,1,11,680,Call to Prayer (Adhaan),"Narrated by 'Aisha: When the Prophet, became ill in his fatal illness, Someone came to inform him about the prayer, and the Prophet told him to tell Abu Bakr to lead the people in the prayer. I said, ""Abu Bakr is a soft-hearted man and if he stands for the prayer in your place, he would weep and would not be able to recite the Qur'an."" The Prophet said, ""Tell Abu Bakr to lead the prayer."" I said the same as before. He (repeated the same order and) on the third or the fourth time he said, ""You are the companions of Joseph. Tell Abu Bakr to lead the prayer."" So Abu Bakr led the prayer and meanwhile the Prophet felt better and came out with the help of two men; as if I see him just now dragging his feet on the ground. When Abu Bakr saw him, he tried to retreat but the Prophet beckoned him to carry on. Abu Bakr retreated a bit and the Prophet sat on his (left) side. Abu Bakr was repeating the Takbir (Allahu Akbar) of Allah's Apostle for the people to hear."
Sahih Bukhari,1,11,681,Call to Prayer (Adhaan),"Narrated by 'Aisha: When Allah's Apostle became seriously ill, Bilal came to him for the prayer. He said, ""Tell Abu Bakr to lead the people in the prayer."" I said, ""O Allah's Apostle! Abu Bakr is a soft-hearted man and if he stands in your place, he would not be able to make the people hear him. Will you order 'Umar (to lead the prayer)?"" The Prophet said, ""Tell Abu Bakr to lead the people in the prayer."" Then I said to Hafsa, ""Tell him, Abu i Bakr is a soft-hearted man and if he stands in his place, he would not be able to make the people hear him. Would you order 'Umar to lead the prayer?' "" Hafsa did so. The Prophet said, ""Verily you are the companions of Joseph. Tell Abu Bakr to lead the people in the prayer."" So Abu- Bakr stood for the prayer. In the meantime Allah's Apostle felt better and came out with the help of two persons and both of his legs were dragging on the ground till he entered the mosque. When Abu Bakr heard him coming, he tried to retreat but Allah's Apostle beckoned him to carry on. The Prophet sat on his left side. Abu Bakr was praying while standing and Allah's Apostle was leading the prayer while sitting. Abu Bakr was following the Prophet and the people were following Abu Bakr (in the prayer)."
Sahih Bukhari,1,11,682,Call to Prayer (Adhaan),"Narrated by Abu Huraira: Once Allah's Apostle prayed two Rakat (instead of four) and finished his prayer. Dhu-l-yadain asked him whether the prayer had been reduced or whether he had forgotten. Allah's Apostle asked the people whether Dhu-l-yadain was telling the truth. The people replied in the affirmative. Then Allah's Apostle stood up, offered the remaining two Rakat and then finished his prayer with Taslim and then said, ""Allahu Akbar."" He followed it with two prostrations like ordinary prostrations or a bit longer."
Sahih Bukhari,1,11,683,Call to Prayer (Adhaan),Narrated by Abu Huraira: The Prophet prayed two Rakat of Zuhr prayer (instead of four) and he was told that he had prayed two Rakat only. Then he prayed two more Rakat and finished them with the Taslim followed by two prostrations.
Sahih Bukhari,1,11,684,Call to Prayer (Adhaan),"Narrated by 'Aisha: The mother of the faithful believers: Allah's Apostle in his last illness said, ""Tell Abu Bakr to lead the people in the prayer."" I said, ""If Abu Bakr stood in your place, he would not be able to make the people hear him owing to his weeping. So please order 'Umar to lead the prayer."" He said, ""Tell Abu Bakr to lead the people in the prayer."" I said to Hafsa, ""Say to him, 'Abu Bakr is a softhearted man and if he stood in your place he would not be able to make the people hear him owing to his weeping. So order 'Umar to lead the people in the prayer.' "" Hafsa did so but Allah's Apostle said, ""Keep quiet. Verily you are the companions of (Prophet) Joseph. Tell Abu Bakr to lead the people in the prayer."" Hafsa said to me, ""I never got any good from you."""
